course,skills,level,duration
Search Engine Optimization (SEO),"{"" Marketing"","" Search Engine Optimization"","" Digital Marketing"","" Strategy"","" Social Media"","" User Experience"","" Customer Analysis"","" Media Strategy & Planning"","" User Research"","" Web Development"","" Market Analysis"","" Data Analysis"","" Market Research"","" Marketing Psychology"","" User Experience Design"","" Web Development Tools"","" Algorithms"","" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Audit"","" Marketing Design"","" Writing"","" Web Design""}",Beginner , 3 - 6 Months
"Unsupervised Learning, Recommenders, Reinforcement Learning","{"" Algorithms"","" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Human Learning"","" Deep Learning"","" Machine Learning Software"","" Mathematics"","" Reinforcement Learning"","" Statistical Machine Learning"","" Tensorflow""}",Beginner , 1 - 4 Weeks
"NoSQL, Big Data, and Spark Foundations","{"" Apache"","" Big Data"","" Data Management"","" Distributed Computing Architecture"","" Databases"","" NoSQL"","" Extract"","" Transform"","" Load"","" SQL"","" Cloud Computing"","" Data Model"","" Machine Learning"","" Data Architecture"","" Database Administration"","" Database Design"","" Cloud Applications"","" Cloud Storage"","" IBM Cloud"","" Kubernetes"","" Python Programming""}",Beginner , 3 - 6 Months
"Python for Data Science, AI & Development","{"" Python Programming"","" Computer Programming"","" Data Analysis""}",Beginner , 1 - 3 Months
AI Product Management,"{"" Machine Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Probability & Statistics"","" Regression"","" Design and Product"","" Human Computer Interaction"","" Communication"","" Human Factors (Security)"","" Human Learning"","" User Experience"","" User Experience Design"","" Data Analysis"","" Data Mining"","" Deep Learning"","" Project Management"","" Algorithms"","" Data Science"","" Leadership and Management""}",Beginner , 3 - 6 Months
Crash Course on Python,"{"" Computer Programming"","" Data Structures"","" Problem Solving"","" Python Programming""}",Beginner , 1 - 3 Months
Data Structures and Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Computer Programming"","" Data Structures"","" Problem Solving"","" Mathematics"","" Computational Thinking"","" Computer Programming Tools"","" Computational Logic"","" Critical Thinking"","" Graph Theory"","" Programming Principles"","" Mathematical Theory & Analysis"","" C++ Programming"","" Algebra"","" Software Testing""}",Intermediate , 3 - 6 Months
Certified in Cybersecurity,"{"" Computer Security Incident Management"","" Risk Management"","" Leadership and Management"","" Network Security"","" Cryptography"","" Cyberattacks""}",Beginner , 3 - 6 Months
Data Science,"{"" R Programming"","" Data Analysis"","" Statistical Programming"","" Statistical Analysis"","" Computer Programming"","" Exploratory Data Analysis"","" General Statistics"","" Problem Solving"","" Probability & Statistics"","" Computer Programming Tools"","" Critical Thinking"","" Programming Principles"","" Statistical Tests"","" Data Management"","" Data Structures"","" Statistical Machine Learning"","" Basic Descriptive Statistics"","" Algorithms"","" Data Model"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Process Analysis"","" Correlation And Dependence"","" Data Visualization"","" Plot (Graphics)"","" Regression"","" Computer Graphics"","" Interactive Data Visualization"","" Applied Machine Learning"","" Big Data"","" Computational Thinking"","" Data Mining"","" Estimation"","" Extract"","" Transform"","" Load"","" Probability Distribution"","" Databases"","" Machine Learning Software"","" Communication"","" Computer Graphic Techniques"","" Knitr"","" Natural Language Processing"","" Visualization (Computer Graphics)"","" Product Development"","" Web Development""}",Beginner , 3 - 6 Months
Generative Adversarial Networks (GANs),"{"" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Python Programming"","" Deep Learning"","" Machine Learning Software"","" Statistical Programming"","" Computer Vision"","" Computer Programming"","" Human Learning"","" General Statistics"","" Probability & Statistics"","" Problem Solving""}",Intermediate , 1 - 3 Months
Genomic Data Science,"{"" Bioinformatics"","" Computer Programming"","" Data Analysis"","" Python Programming"","" Computational Thinking"","" General Statistics"","" Exploratory Data Analysis"","" R Programming"","" Data Analysis Software"","" Algorithms"","" Computer Programming Tools"","" Biostatistics"","" Statistical Analysis"","" Programming Principles"","" Probability & Statistics"","" Statistical Tests"","" Data Structures"","" Operating Systems"","" Research and Design"","" Big Data"","" Computational Logic"","" Problem Solving"","" Statistical Programming"","" Experiment"","" Correlation And Dependence""}",Intermediate , 3 - 6 Months
Algorithms,"{"" Algorithms"","" Theoretical Computer Science"","" Computer Programming"","" Problem Solving"","" Graph Theory"","" Mathematics"","" Data Structures"","" Computational Thinking"","" Mathematical Theory & Analysis"","" Critical Thinking"","" Computational Logic"","" Programming Principles"","" Software Engineering""}",Intermediate , 3 - 6 Months
TensorFlow: Advanced Techniques,"{"" Deep Learning"","" Machine Learning"","" Tensorflow"","" Artificial Neural Networks"","" Applied Machine Learning"","" Python Programming"","" Machine Learning Algorithms"","" Human Learning"","" Computer Vision"","" Computer Programming"","" Network Model"","" Machine Learning Software"","" Network Architecture"","" Training"","" Visualization (Computer Graphics)"","" Computer Graphic Techniques"","" Strategy""}",Intermediate , 3 - 6 Months
Applied Data Science with Python,"{"" Python Programming"","" Data Analysis"","" Computer Programming"","" Machine Learning"","" Algorithms"","" Applied Machine Learning"","" Data Mining"","" Machine Learning Algorithms"","" Exploratory Data Analysis"","" Statistical Programming"","" Data Management"","" Extract"","" Transform"","" Load"","" Natural Language Processing"","" Critical Thinking"","" Statistical Machine Learning"","" Graph Theory"","" Network Analysis"","" Computer Programming Tools"","" Human Learning"","" Data Visualization"","" Network Model"","" Data Analysis Software"","" Regression"","" Computer Networking"","" General Statistics"","" Network Architecture"","" Plot (Graphics)"","" Visualization (Computer Graphics)"","" Computer Graphics""}",Intermediate , 3 - 6 Months
Mathematics for Machine Learning,"{"" Algebra"","" Linear Algebra"","" Mathematics"","" Machine Learning"","" Mathematical Theory & Analysis"","" Computer Programming"","" Python Programming"","" Machine Learning Algorithms"","" Calculus"","" Computational Logic"","" Algorithms"","" Differential Equations"","" Applied Mathematics"","" Problem Solving"","" Statistical Analysis"","" Dimensionality Reduction"","" Computer Programming Tools"","" Regression""}",Beginner , 3 - 6 Months
Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Algorithms"","" Human Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Python Programming"","" Statistical Machine Learning"","" Statistical Programming"","" Artificial Neural Networks"","" Decision Making"","" Probability & Statistics"","" Probability Distribution""}",Intermediate , 3 - 6 Months
Mergers and Acquisitions,"{"" Mergers & Acquisitions"","" Finance"","" Accounting"","" Financial Analysis"","" Financial Accounting"","" Banking"","" Business Analysis"","" Investment Management"","" Financial Management"","" Data Analysis"","" Market Analysis"","" Corporate Accouting"","" Taxes""}",Intermediate , 3 - 6 Months
Leading People and Teams,"{"" Human Resources"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Leadership Development"","" Talent Management"","" Business Psychology"","" People Analysis"","" Communication"","" People Management"","" Strategy"","" Human Learning"","" Human Resources Operations"","" Business Communication"","" Collaboration"","" Influencing"","" Performance Management"","" Conflict Management"","" Employee Relations"","" Business Analysis"","" Marketing"","" Recruitment""}",Beginner , 3 - 6 Months
Fundamentals of Project Planning and Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Planning""}",Beginner , 1 - 4 Weeks
The Business of Health Care,"{"" Leadership and Management"","" Finance"","" Decision Making"","" Performance Management"","" Strategy and Operations"","" Operations Management"","" Business Analysis"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" People Management"","" Generally Accepted Accounting Principles (GAAP)"","" People Analysis"","" Strategy"","" Business Process Management"","" Innovation"","" Leadership Development"","" Payments"","" Behavioral Economics"","" Problem Solving"","" Compensation"","" Correlation And Dependence"","" Insurance Sales"","" Research and Design"","" Risk Management""}",Beginner , 3 - 6 Months
AI for Good,"{"" Artificial Neural Networks"","" Computer Vision"","" Exploratory Data Analysis"","" Natural Language Processing"","" Python Programming""}",Beginner , 1 - 3 Months
Analyze Data to Answer Questions,"{"" Data Analysis"","" Data Management"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",Beginner , 1 - 4 Weeks
Data Science: Foundations using R,"{"" Data Analysis"","" R Programming"","" Statistical Programming"","" Exploratory Data Analysis"","" Computer Programming"","" Computer Programming Tools"","" Data Management"","" Programming Principles"","" Data Structures"","" Statistical Analysis"","" Critical Thinking"","" Problem Solving"","" General Statistics"","" Process Analysis"","" Basic Descriptive Statistics"","" Statistical Tests"","" Computational Thinking"","" Big Data"","" Data Mining"","" Data Visualization"","" Databases"","" Extract"","" Transform"","" Load"","" Plot (Graphics)"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Interactive Data Visualization"","" Knitr"","" Visualization (Computer Graphics)""}",Beginner , 3 - 6 Months
Meta Marketing Analytics,"{"" Marketing"","" Data Analysis"","" Digital Marketing"","" Advertising"","" Marketing Management"","" Media Strategy & Planning"","" Business Analysis"","" Statistical Analysis"","" Communication"","" Probability & Statistics"","" Market Analysis"","" General Statistics"","" Experiment"","" Data Visualization"","" Storytelling"","" Regression"","" Statistical Tests"","" Market Research"","" Basic Descriptive Statistics"","" Probability Distribution"","" Brand Management"","" Forecasting"","" Research and Design"","" Computer Programming"","" Data Management"","" Databases"","" Python Programming"","" SQL"","" Statistical Programming"","" Tableau Software""}",Beginner , 3 - 6 Months
OKR Certification: Leadership and Goal Setting,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Communication"","" Organizational Development"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Performance Management"","" Planning""}",Beginner , 1 - 4 Weeks
Introduction to Artificial Intelligence (AI),"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Data Analysis"","" Data Science""}",Beginner , 1 - 4 Weeks
Achieving Personal and Professional Success,"{"" Communication"","" Human Learning"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Leadership and Management"","" People Analysis"","" Decision Making"","" Emotional Intelligence"","" People Development"","" Adaptability"","" Negotiation"","" Influencing"","" Innovation""}",Beginner , 3 - 6 Months
People and Soft Skills for Professional and Personal Success,"{"" Leadership and Management"","" Communication"","" Problem Solving"","" Critical Thinking"","" Planning"","" Professional Development"","" Collaboration"","" People Management"","" Conflict Management""}",Beginner , 1 - 3 Months
Business Analytics with Excel: Elementary to Advanced,"{"" Business Analysis"","" Data Analysis"","" Data Visualization"","" Spreadsheet Software"","" Data Model"","" Decision Making"","" Microsoft Excel"","" Process Analysis"","" Statistical Visualization""}",Intermediate , 1 - 3 Months
System Administration and IT Infrastructure Services,"{"" Cloud Computing"","" Leadership and Management""}",Beginner , 1 - 3 Months
Successful Negotiation: Essential Strategies and Skills,"{"" Contract Management"","" Negotiation"","" Communication"","" Decision Making"","" Strategy""}",Beginner , 1 - 3 Months
Financial Engineering and Risk Management,"{"" Finance"","" Risk Management"","" Probability & Statistics"","" Leadership and Management"","" Mathematics"","" Investment Management"","" Securities Sales"","" Securities Trading"","" Computer Programming""}",Intermediate , 3 - 6 Months
Introduction to Programming with Python and Java,"{"" Computer Programming"","" Python Programming"","" Programming Principles"","" Java Programming"","" Computer Programming Tools"","" Data Analysis"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Critical Thinking"","" Data Analysis Software"","" Data Management"","" Data Visualization"","" Exploratory Data Analysis"","" Software Engineering"","" Data Science""}",Beginner , 3 - 6 Months
Entrepreneurship: Growing Your Business,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Business Development"","" Entrepreneurship"","" Human Learning"","" Business Analysis"","" Communication"","" Finance"","" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Organizational Development"","" Planning"","" Problem Solving"","" Business Transformation"","" Marketing"","" Sales"","" Business Design"","" Financial Management"","" Payments"","" Customer Success"","" Innovation""}",Beginner , 3 - 6 Months
Think like a CFO,"{"" Finance"","" Financial Accounting"","" Accounting"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Corporate Accouting"","" Market Analysis"","" Management Accounting""}",Beginner , 3 - 6 Months
Fintech: Foundations & Applications of Financial Technology,"{"" FinTech"","" Finance"","" BlockChain"","" Innovation"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Risk Management"","" General Statistics"","" Payments"","" Behavioral Economics"","" Entrepreneurial Finance"","" Market Research"","" Cash Management"","" Cryptography"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Securities Trading"","" Applied Machine Learning"","" Machine Learning"","" Product Strategy"","" Business Transformation"","" Critical Thinking""}",Beginner , 3 - 6 Months
Google Data Analytics (PT),"{"" Data Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Process Analysis"","" Databases"","" Data Management"","" Extract"","" Transform"","" Load"","" Statistical Programming"","" SQL"","" Business Analysis"","" Spreadsheet Software"","" Operational Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Visualization (Computer Graphics)"","" Communication"","" Critical Thinking"","" Interactive Data Visualization"","" Programming Principles"","" Statistical Visualization"","" Collaboration"","" Organizational Development"","" Plot (Graphics)"","" R Programming"","" Strategy"","" Tableau Software"","" Storytelling"","" Strategy and Operations"","" Business Communication"","" Graph Theory"","" Project Management"","" Data Structures"","" Graphic Design"","" Leadership and Management"","" System Security""}",Beginner , 3 - 6 Months
Pharmacy Technician Fundamentals,"{"" Communication"","" Leadership and Management""}",Beginner , 3 - 6 Months
Tools for Data Science,"{"" Data Science"","" R Programming"","" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Python Programming""}",Beginner , 1 - 3 Months
Practical Data Science on the AWS Cloud,"{"" Amazon Web Services"","" Exploratory Data Analysis""}",Advanced , 1 - 3 Months
Private Equity and Venture Capital,"{"" Business Analysis"","" Entrepreneurial Finance"","" Finance"","" Financial Management"","" Investment Management"","" Mergers & Acquisitions"","" Entrepreneurship"","" Decision Making"","" Financial Analysis"","" Strategy""}",Mixed , 1 - 3 Months
Foundations of Business Intelligence,"{"" Business Intelligence"","" Leadership and Management""}",Advanced , 1 - 4 Weeks
Geographic Information Systems  (GIS),"{"" ArcGIS"","" Data Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Data Visualization"","" GIS Software"","" Geovisualization"","" Data Visualization Software"","" Databases"","" Interactive Data Visualization"","" Leadership and Management""}",Beginner , 3 - 6 Months
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"{"" Negotiation"","" Game Theory"","" Strategy""}",Mixed , 1 - 3 Months
Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",Beginner , 3 - 6 Months
Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",Beginner , 3 - 6 Months
"Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",Beginner , 3 - 6 Months
Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",Beginner , 1 - 3 Months
UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",Beginner , 3 - 6 Months
Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",Beginner , 3 - 6 Months
Organizational Analysis,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Decision Making"","" Business Psychology"","" Change Management"","" Culture"","" Business Analysis"","" People Analysis""}",Beginner , 1 - 3 Months
Google Data Analytics,"{"" Decision Making"","" Data Analysis"","" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Planning"","" Communication"","" Business Psychology"","" Entrepreneurship"","" Business Development"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Exploratory Data Analysis"","" Process Analysis"","" Data Visualization"","" Operational Analysis"","" Visualization (Computer Graphics)"","" Interactive Data Visualization"","" Spreadsheet Software"","" Databases"","" SQL""}",Beginner , 3 - 6 Months
Programming for Everybody (Getting Started with Python),"{"" Algorithms"","" Computational Logic"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Problem Solving"","" Programming Principles"","" Python Programming"","" Software Engineering"","" Theoretical Computer Science""}",Beginner , 1 - 3 Months
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Algorithms"","" Computer Programming"","" Mathematics"","" Python Programming"","" Mathematical Theory & Analysis"","" Tensorflow"","" Human Learning""}",Intermediate , 1 - 4 Weeks
Share Data Through the Art of Visualization,"{"" Business Communication"","" Data Analysis"","" Data Visualization"","" Data Visualization Software"","" Tableau Software""}",Beginner , 1 - 4 Weeks
Foundations of Data Science,"{"" Communication"","" Data Analysis"","" Planning"","" Project Management""}",Advanced , 1 - 3 Months
Sound the Alarm: Detection and Response,"{"" Linux"","" Network Security"","" Computer Security Incident Management"","" Leadership and Management""}",Beginner , 1 - 4 Weeks
Microsoft Azure Fundamentals AZ-900 Exam Prep,"{"" Cloud Computing"","" Microsoft Azure"","" Cloud Management"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Network Security"","" Cloud Engineering"","" Cloud Standards"","" DevOps"","" Leadership and Management"","" System Security"","" Cloud Storage"","" Machine Learning"","" Software As A Service"","" Cloud-Based Integration"","" Software Security"","" Data Management"","" Network Architecture"","" Security Software"","" Account Management"","" Database Administration"","" Databases"","" Web Development Tools""}",Beginner , 3 - 6 Months
Project Management,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" Product Management"","" Agile Software Development"","" People Management"","" Strategy"","" Scrum (Software Development)"","" Performance Management"","" Risk Management"","" Business Process Management"","" Business Communication"","" Decision Making"","" Organizational Development"","" Product Development"","" Data Analysis"","" Estimation"","" Budget Management""}",Beginner , 1 - 3 Months
Game Theory,"{"" Decision Making"","" Game Theory"","" General Statistics"","" Problem Solving"","" Critical Thinking"","" Mathematical Theory & Analysis""}",Beginner , 1 - 3 Months
UI / UX Design,"{"" Design and Product"","" Front-End Web Development"","" Graphic Design"","" Interactive Design"","" Research and Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design"","" Strategy""}",Beginner , 3 - 6 Months
Foundations of Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Communication"","" Customer Analysis"","" Design and Product"","" Human Resources"","" Market Analysis"","" Marketing"","" Strategy and Operations"","" Finance"","" Financial Management"","" Leadership Development"","" Marketing Design"","" Product Marketing"","" Strategy"","" Employee Relations"","" Management Accounting"","" Market Research"","" People Development"","" People Management"","" Business Psychology"","" Collaboration"","" Culture"","" Financial Analysis""}",Beginner , 3 - 6 Months
Bookkeeping Basics,"{"" Accounting"","" General Accounting"","" Accounting Software"","" Finance""}",Beginner , 1 - 4 Weeks
Scrum Master Certification,"{"" Agile Software Development"","" Scrum (Software Development)"","" Project Management"","" Software Engineering"","" Continuous Delivery"","" Product Development"","" Continuous Integration"","" Leadership and Management"","" Product Management"","" Collaboration"","" DevOps"","" Software Testing"","" Product Lifecycle"","" Planning"","" Process Analysis"","" Software Engineering Tools"","" System Software"","" Business Communication"","" Devops Tools"","" Risk Management""}",Beginner , 3 - 6 Months
Financial Analysis - Skills for Success,"{"" Finance"","" Financial Accounting"","" Accounts Payable and Receivable"","" Accounting"","" General Accounting"","" Financial Analysis"","" Leadership and Management"","" Cost Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Business Analysis"","" Management Accounting"","" Risk Management"","" Data Analysis"","" Planning""}",Beginner , 1 - 3 Months
From Likes to Leads: Interact with Customers Online,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Social Media"","" Advertising"","" Data Analysis"","" Strategy""}",Beginner , 1 - 3 Months
Google Professional Workspace Administrator,"{"" Leadership and Management"","" Account Management"","" Google Cloud Platform"","" Cloud Management"","" System Security"","" Cloud Applications"","" Cloud Platforms"","" Security Engineering"","" Operations Management"","" Software Security"","" Network Security"","" Cloud Computing"","" Data Management"","" Security Strategy"","" Cloud Infrastructure"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Change Management"","" Cloud-Based Integration"","" Database Administration"","" Collaboration"","" Software As A Service"","" Strategy and Operations"","" Computer Security Incident Management"","" Planning"","" Strategy"","" Security Software"","" Project Management"","" Mobile Security"","" Accounting""}",Beginner , 1 - 4 Weeks
Data Analysis with R Programming,"{"" R Programming"","" Data Analysis"","" Computer Programming"","" SQL""}",Beginner , 1 - 3 Months
Connected Leadership,"{"" Leadership and Management"","" Change Management"","" People Management"","" Process Analysis""}",Beginner , 1 - 3 Months
Tableau Business Intelligence Analyst,"{"" Business Analysis"","" Data Analysis"","" Data Architecture"","" Data Management"","" Interactive Data Visualization"","" Project Management"","" Tableau Software""}",Beginner , 3 - 6 Months
Applied Data Science with R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Statistical Programming"","" Data Management"","" Data Visualization"","" Databases"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Analysis Software"","" Data Structures"","" Plot (Graphics)"","" Statistical Visualization"","" Basic Descriptive Statistics"","" Interactive Data Visualization"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" General Statistics"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Statistical Machine Learning"","" Visual Design"","" Data Science""}",Beginner , 3 - 6 Months
Google Project Management,"{"" Leadership and Management"","" Planning"","" Communication"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Development"","" Business Psychology"","" Collaboration"","" Decision Making"","" Design and Product"","" Data Analysis"","" Entrepreneurship"","" Business Communication"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Critical Thinking"","" Network Security"","" Data Analysis Software"","" Adaptability"","" Organizational Development"","" Project Management"","" Culture""}",Beginner , 3 - 6 Months
Artificial Intelligence in Marketing,"{"" Digital Marketing"","" Marketing"","" Algorithms"","" Customer Relationship Management"","" Market Analysis"","" Strategy"","" Customer Success"","" Leadership and Management"","" Machine Learning Algorithms"","" Strategy and Operations""}",Beginner , 1 - 4 Weeks
Introduction to Cloud Computing,"{"" Cloud Computing"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud""}",Beginner , 1 - 3 Months
Clinical Trials Operations,"{"" Leadership and Management"","" Data Management"","" Clinical Data Management"","" Communication"","" Data Analysis"","" Recruitment"","" Statistical Analysis""}",Beginner , 3 - 6 Months
Project Management Principles and Practices,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Collaboration"","" Communication"","" Conflict Management"","" Risk Management"","" Estimation"","" Planning""}",Beginner , 3 - 6 Months
Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",Mixed , 1 - 3 Months
Soporte de Tecnologías de la Información de Google,"{"" Computer Networking"","" Communication"","" Computer Architecture"","" Operating Systems"","" Security Engineering"","" Network Security"","" Networking Hardware"","" Network Architecture"","" Human Computer Interaction"","" Software Security"","" System Software"","" Theoretical Computer Science"","" Security Software"","" Software-Defined Networking"","" Cloud Computing"","" Computational Logic"","" Data Management"","" Network Model"","" Customer Support"","" System Security"","" Cryptography"","" Problem Solving"","" Security Strategy"","" Adaptability"","" Linux""}",Beginner , 3 - 6 Months
Creative Writing,"{"" Creativity"","" Human Learning"","" Storytelling"","" Writing""}",Beginner , 3 - 6 Months
Introduction to Machine Learning in Production,"{"" Machine Learning"","" Applied Machine Learning"","" Leadership and Management""}",Advanced , 1 - 4 Weeks
"Influencing: Storytelling, Change Management and Governance","{"" Leadership and Management"","" Communication"","" Business Psychology"","" Strategy and Operations"","" Change Management"","" Conflict Management"","" Influencing"","" Organizational Development"","" Risk Management"","" Marketing"","" Negotiation"","" Sales"","" Critical Thinking"","" Decision Making"","" Entrepreneurship"","" Human Resources"","" Probability & Statistics"","" Business Communication"","" Employee Relations"","" People Analysis"","" Tensorflow"","" Storytelling""}",Beginner , 3 - 6 Months
Automate Cybersecurity Tasks with Python,"{"" Python Programming"","" Algorithms"","" Computer Programming""}",Beginner , 1 - 4 Weeks
IT Security: Defense against the digital dark arts,"{"" Cryptography"","" Network Security"","" System Security""}",Beginner , 1 - 3 Months
Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",Mixed , 1 - 4 Weeks
Build Wireframes and Low-Fidelity Prototypes,"{"" Product Design"","" User Experience"","" User Research""}",Beginner , 1 - 4 Weeks
Accelerated Computer Science Fundamentals,"{"" Computer Programming"","" C Programming Language Family"","" Data Structures"","" Algorithms"","" C++ Programming"","" Theoretical Computer Science"","" Programming Principles"","" Computational Thinking"","" Problem Solving"","" Computer Programming Tools"","" Critical Thinking"","" Computational Logic"","" Graph Theory""}",Intermediate , 1 - 3 Months
Career Success,"{"" Leadership and Management"","" Professional Development"","" Strategy and Operations"","" Business Communication"","" Adaptability"","" Business Analysis"","" Communication"","" Decision Making"","" Project Management"","" People Management"","" Critical Thinking"","" Collaboration"","" Customer Relationship Management"","" Strategy"","" Planning"","" Business Development"","" Problem Solving"","" Accounting"","" Change Management"","" Conflict Management"","" Financial Accounting"","" Leadership Development"","" Entrepreneurship"","" People Development"","" Business Research"","" Cost Accounting"","" Deep Learning"","" Finance"","" Financial Management"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Negotiation"","" Financial Analysis"","" Writing"","" Benefits"","" Contract Management"","" Entrepreneurial Finance"","" Data Visualization Software"","" Marketing"","" Scrum (Software Development)"","" User Experience"","" Estimation""}",Beginner , 3 - 6 Months
